INFO  - 2015-04-25 17:20:18.425; org.eclipse.jetty.util.log.Log; Logging initialized @1972ms
INFO  - 2015-04-25 17:20:18.528; org.eclipse.jetty.server.Server; jetty-9.2.9.v20150224
WARN  - 2015-04-25 17:20:18.542; org.eclipse.jetty.server.handler.RequestLogHandler; !RequestLog
INFO  - 2015-04-25 17:20:18.545; org.eclipse.jetty.deploy.providers.ScanningAppProvider; Deployment monitor [file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/contexts/] at interval 0
INFO  - 2015-04-25 17:20:18.778; org.eclipse.jetty.webapp.StandardDescriptorProcessor; NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
WARN  - 2015-04-25 17:20:18.787; org.eclipse.jetty.security.ConstraintSecurityHandler; ServletContext@o.e.j.w.WebAppContext@9f116cc{/solr,file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr-webapp/webapp/,STARTING}{/solr.war} has uncovered http methods for path: /
INFO  - 2015-04-25 17:20:18.805; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init()WebAppClassLoader=1130894323@436813f3
INFO  - 2015-04-25 17:20:18.812; org.apache.solr.core.SolrResourceLoader; JNDI not configured for solr (NoInitialContextEx)
INFO  - 2015-04-25 17:20:18.812; org.apache.solr.core.SolrResourceLoader; using system property solr.solr.home: /home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr
INFO  - 2015-04-25 17:20:18.813; org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: '/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/'
INFO  - 2015-04-25 17:20:18.869; org.apache.solr.core.SolrXmlConfig; Loading container configuration from /home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/solr.xml
INFO  - 2015-04-25 17:20:18.910; org.apache.solr.core.CorePropertiesLocator; Config-defined core root directory: /home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr
INFO  - 2015-04-25 17:20:18.922; org.apache.solr.core.CoreContainer; New CoreContainer 1517640897
INFO  - 2015-04-25 17:20:18.922; org.apache.solr.core.CoreContainer; Loading cores into CoreContainer [instanceDir=/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/]
